image_id,image_path,caption,concept,frac
173584,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000173584.jpg,Two blue and white jets flying in formation.,airplane,0
229747,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000229747.jpg,A bird flying in the sky on a clear day.,airplane,0
490413,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000490413.jpg,A large passenger jet sitting on top of an airport runway.,airplane,0
11156,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000011156.jpg,A table topped with a laptop computer and a pile of items.,airplane,0
424776,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000424776.jpg,A fighter jet flying through a blue sky.,airplane,0
262800,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000262800.jpg,A large jetliner flying through a cloudy blue sky.,airplane,0
180784,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000180784.jpg,A small plane is parked on a runway.,airplane,0
188077,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000188077.jpg,A small airplane parked on a runway with a man standing next to it.,airplane,0
97754,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000097754.jpg,A large commercial airplane flying in the sky.,airplane,0
137950,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000137950.jpg,A small airplane flying over a city in a cloudy sky.,airplane,0
398385,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000398385.jpg,A traffic light hanging from a wire above a street.,airplane,0
482907,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000482907.jpg,A small airplane flying through a blue sky.,airplane,0
224802,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000224802.jpg,A large passenger jet sitting on top of an airport tarmac.,airplane,0
116722,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000116722.jpg,Two trains passing each other on the tracks.,airplane,0
404128,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000404128.jpg,A small airplane is parked on the runway.,airplane,0
9699,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000009699.jpg,A large jetliner sitting on top of an airport runway.,airplane,0
359086,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000359086.jpg,A red motorcycle parked in front of a building.,airplane,0
515531,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000515531.jpg,An airplane flying in the sky with a moon in the background.,airplane,0
524011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000524011.jpg,A row of airplanes parked on the tarmac at an airport.,airplane,0
272049,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000272049.jpg,A yellow truck with a red engine parked in a field.,airplane,0
16241,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000016241.jpg,A plane flying over a city with tall buildings.,airplane,0
452122,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000452122.jpg,A large passenger jet flying through a cloudy sky.,airplane,0
138755,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000138755.jpg,A clock tower is seen against a cloudy sky.,airplane,0
389644,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000389644.jpg,A group of people standing around a table with food.,backpack,0
151524,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000151524.jpg,A group of people on a beach flying kites.,backpack,0
357478,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000357478.jpg,A group of people riding skis on top of a snow covered slope.,backpack,0
217468,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000217468.jpg,A group of people on small boats in a river.,backpack,0
48924,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000048924.jpg,A motorcycle parked in a field with a tent.,backpack,0
240784,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000240784.jpg,A garbage can is next to a fire hydrant.,backpack,0
162445,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000162445.jpg,A group of people flying kites in a field.,backpack,0
170436,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000170436.jpg,A woman sitting in front of a laptop computer.,backpack,0
177567,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000177567.jpg,A man riding a skateboard down a metal rail.,backpack,0
282298,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000282298.jpg,A crowd of people walking around a train station.,backpack,0
150224,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000150224.jpg,A group of people sitting on top of a beach under an umbrella.,backpack,0
168337,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000168337.jpg,A woman walking down a street next to a red fire hydrant.,backpack,0
503980,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000503980.jpg,A group of people standing around a moving truck.,backpack,0
309371,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000309371.jpg,A group of people sitting under a red umbrella.,backpack,0
199553,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000199553.jpg,A man is standing on skis in the snow.,backpack,0
208408,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000208408.jpg,A person walking down a street holding an umbrella.,backpack,0
42408,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000042408.jpg,A bus is parked on the side of the road.,backpack,0
248701,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000248701.jpg,A woman in a white jacket and black hat cross country skiing.,backpack,0
25181,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000025181.jpg,A train station with a train on the tracks.,backpack,0
128119,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000128119.jpg,A bus with bicycles on the front of it.,backpack,0
438535,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000438535.jpg,A large clock on the side of a building.,backpack,0
152543,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000152543.jpg,A couple of people sitting on top of a wooden bench.,backpack,0
294853,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000294853.jpg,A man holding a tennis racquet on top of a tennis court.,backpack,0
206112,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000206112.jpg,A row of suitcases sitting next to a wall.,backpack,0
33052,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000033052.jpg,A living room with a fireplace and a television.,backpack,0
152258,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000152258.jpg,A man riding a skateboard down a sidewalk.,backpack,0
482021,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000482021.jpg,A group of people standing around a brown dog.,backpack,0
560439,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000560439.jpg,A group of people riding skis across a snow covered slope.,backpack,0
10707,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000010707.jpg,A group of people sitting on a couch with drinks.,backpack,0
267932,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000267932.jpg,A desk with a computer and a keyboard.,backpack,0
42091,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000042091.jpg,A man wearing sunglasses and a hat holding a green plant.,backpack,0
262148,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000262148.jpg,A man flying through the air while riding a skateboard.,backpack,0
133210,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000133210.jpg,A group of people standing around a pile of luggage.,backpack,0
184324,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000184324.jpg,A street with a lot of people and cars.,backpack,0
177861,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000177861.jpg,A group of people crossing a street holding umbrellas.,backpack,0
415727,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000415727.jpg,A group of young men sitting next to each other.,backpack,0
194756,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000194756.jpg,A man and a dog are in a small boat.,backpack,0
94951,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000094951.jpg,A yellow fire hydrant on a city street.,backpack,0
469777,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000469777.jpg,A group of people standing around a herd of elephants.,backpack,0
483311,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000483311.jpg,A large group of people flying kites on a beach.,backpack,0
51773,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000051773.jpg,A woman riding a brown horse in a field.,backpack,0
128528,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000128528.jpg,A dog walking in the snow with a red Frisbee.,backpack,0
179114,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000179114.jpg,A group of people riding elephants through a river.,backpack,0
60700,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000060700.jpg,A group of people sitting around a pile of luggage.,backpack,0
33647,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000033647.jpg,A park with lots of benches and trees.,backpack,0
186816,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000186816.jpg,Two men sitting on a bench holding tennis rackets.,backpack,0
282098,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000282098.jpg,A street corner with a newspaper stand on the corner.,backpack,0
516786,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000516786.jpg,A man is taking a picture of himself in a train mirror.,backpack,0
22118,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000022118.jpg,A group of people sitting on top of a sandy beach.,backpack,0
143554,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000143554.jpg,A man holding a blue frisbee while standing on top of a field.,backpack,0
225792,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000225792.jpg,A police officer on a motorcycle on a street.,backpack,0
2867,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000002867.jpg,A group of people standing on top of a snow covered slope.,backpack,0
292170,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000292170.jpg,A large group of apples are on display at a market.,backpack,0
408449,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000408449.jpg,A man skateboarding down a street in front of a building.,backpack,0
462565,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000462565.jpg,A group of people riding bikes down a street.,backpack,0
29656,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000029656.jpg,A yellow fire hydrant on a sidewalk next to a street.,backpack,0
16599,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000016599.jpg,A large clock tower with a clock on each of it's sides.,backpack,0
574672,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000574672.jpg,A group of people skiing down a snow covered slope.,backpack,0
263223,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000263223.jpg,A person on some skis in the snow.,backpack,0
455716,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000455716.jpg,A row of motorcycles parked next to each other.,backpack,0
462784,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000462784.jpg,A woman waiting for a train at a train station.,backpack,0
102805,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000102805.jpg,A man holding a frisbee while standing on a road.,backpack,0
406899,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000406899.jpg,A group of people sitting on top of a sandy beach.,backpack,0
348896,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000348896.jpg,A man sitting on a beach under an umbrella.,backpack,0
58851,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000058851.jpg,A bench sitting in the middle of a street.,backpack,0
154095,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000154095.jpg,Two bags of luggage sitting on a wooden floor.,backpack,0
64710,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000064710.jpg,A person on a horse and a dog on a dirt road.,backpack,0
513073,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000513073.jpg,A person laying in a bed with a laptop computer on top of it.,backpack,0
436348,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000436348.jpg,A crowd of people standing around each other holding umbrellas.,backpack,0
293841,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000293841.jpg,A blue bus driving down a street next to tall buildings.,backpack,0
199764,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000199764.jpg,A man standing in front of a table with food.,backpack,0
530207,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000530207.jpg,A crowd of people standing around a pile of luggage.,backpack,0
117988,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000117988.jpg,A woman standing next to a giant red fire hydrant.,backpack,0
466818,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000466818.jpg,A large group of people sitting in a room with laptops.,backpack,0
151480,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000151480.jpg,Three baseball players walking on a baseball field.,backpack,0
559665,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000559665.jpg,A man riding a motorcycle down a street.,backpack,0
194188,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000194188.jpg,An elephant walking down a dirt road near a forest.,backpack,0
354929,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000354929.jpg,A man riding a bicycle down a street at night.,backpack,0
210564,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000210564.jpg,A large number of luggage bags are stacked on the ground.,backpack,0
393647,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393647.jpg,A bus is stopped at a bus stop.,backpack,0
422676,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000422676.jpg,A group of girls sitting on a bench.,backpack,0
361551,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000361551.jpg,A man standing next to luggage on a tarmac.,backpack,0
114158,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000114158.jpg,A woman cross country skiing in the woods.,backpack,0
341921,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000341921.jpg,A boy sitting on a bench in a park.,backpack,0
556120,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000556120.jpg,A pile of luggage sitting on top of a wooden floor.,backpack,0
100306,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000100306.jpg,A man on skis standing in the snow.,backpack,0
84650,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000084650.jpg,A cat laying on top of a suitcase on a floor.,backpack,0
558064,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000558064.jpg,A woman sitting on a bench next to a statue.,backpack,0
56013,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000056013.jpg,A bunch of luggage that is in a room.,backpack,0
520508,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000520508.jpg,A person in a red jacket skiing down a hill.,backpack,0
105622,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000105622.jpg,A person sitting on a bench under an umbrella.,backpack,0
375786,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000375786.jpg,A beach with many kites flying in the sky.,backpack,0
455675,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000455675.jpg,A group of people riding bikes down a sidewalk.,backpack,0
88225,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000088225.jpg,A bus is parked on the side of the road.,backpack,0
77689,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000077689.jpg,A dog is sitting in the back seat of a car.,backpack,0
192932,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000192932.jpg,A woman is skiing down a snowy hill.,backpack,0
400886,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000400886.jpg,A person on skis climbing up a mountain.,backpack,0
429063,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000429063.jpg,A woman sitting on a bench with a bunch of luggage.,backpack,0
570107,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000570107.jpg,A man with a backpack and a cat on his back.,backpack,0
134133,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000134133.jpg,A group of food and drinks on a picnic table.,backpack,0
78748,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000078748.jpg,A man on a motorcycle with a crowd of people behind him.,backpack,0
312878,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000312878.jpg,A man walking down a street with a suitcase.,backpack,0
54593,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000054593.jpg,A young boy swinging a baseball bat on a field.,backpack,0
279209,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000279209.jpg,A man is skiing down a snowy hill.,backpack,0
72397,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000072397.jpg,A blue and black parking meter on sidewalk next to a street.,backpack,0
334321,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000334321.jpg,A white dog sitting on top of a bench.,backpack,0
73527,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000073527.jpg,A busy city street with many cars and people.,backpack,0
144379,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144379.jpg,A woman standing next to a pile of luggage.,backpack,0
16249,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000016249.jpg,A man sitting on a bench next to a woman.,backpack,0
425522,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000425522.jpg,A pile of luggage sitting on top of a floor.,backpack,0
360611,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000360611.jpg,A group of people standing around a parked airplane.,backpack,0
181026,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000181026.jpg,A man riding skis down a snow covered slope.,backpack,0
559656,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000559656.jpg,A car with luggage in the back of it.,backpack,0
492817,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000492817.jpg,An elephant standing in a pool of water.,backpack,0
193021,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000193021.jpg,A man standing in a kitchen next to a  counter.,backpack,0
472143,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000472143.jpg,A group of people walking down a street.,backpack,0
146272,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000146272.jpg,A person sitting on a snowboard on a mountain.,backpack,0
229889,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000229889.jpg,A man riding skis down a snow covered slope.,backpack,0
243955,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000243955.jpg,A man and a woman sitting under an umbrella on the beach.,backpack,0
254167,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000254167.jpg,A man holding an umbrella and wearing a costume.,backpack,0
375232,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000375232.jpg,A laptop computer sitting on top of a wooden bench.,backpack,0
73702,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000073702.jpg,Two men walking down the street with umbrellas.,backpack,0
391940,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000391940.jpg,A woman standing in front of a table full of apples.,backpack,0
386204,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000386204.jpg,A woman sitting on the sidewalk talking on her cell phone.,backpack,0
370175,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000370175.jpg,A dog tied to a post with a backpack.,backpack,0
162902,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000162902.jpg,A group of people standing on top of a snow covered slope.,backpack,0
263011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000263011.jpg,A group of people standing outside of a bus.,backpack,0
495349,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000495349.jpg,A train is parked on the tracks near a building.,backpack,0
246876,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000246876.jpg,A giraffe statue in front of a building.,backpack,0
270175,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000270175.jpg,A group of people on motorcycles on a street.,backpack,0
265916,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000265916.jpg,A man and a woman are hugging each other.,backpack,0
363188,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000363188.jpg,A group of people walking down a street.,backpack,0
422200,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000422200.jpg,A young boy sitting on a bench next to a parking meter.,backpack,0
84000,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000084000.jpg,A man riding a skateboard up the side of a ramp.,backpack,0
68864,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000068864.jpg,A classroom with students watching a television screen.,backpack,0
23034,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000023034.jpg,A man riding on the back of a brown horse.,backpack,0
42970,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000042970.jpg,A group of people riding motorcycles down a street.,backpack,0
216363,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000216363.jpg,A man loading luggage onto a truck bed.,backpack,0
85144,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000085144.jpg,Two people skiing down a snow covered hill.,backpack,0
392878,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000392878.jpg,A group of people sitting at a picnic table.,backpack,0
