image_id,image_path,caption,concept,finetune_type,frac
18975,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000018975.jpg,A large white bus driving down a street next to a boat.,airplane,origpairs,50
53454,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000053454.jpg,A man is driving a motorcycle down the street.,airplane,origpairs,50
244487,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000244487.jpg,A motorcycle parked next to a white truck.,airplane,origpairs,50
11081,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000011081.jpg,A man and a woman are standing in front of a building.,airplane,origpairs,50
480605,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000480605.jpg,A man riding a motorcycle down a street.,airplane,origpairs,50
172851,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000172851.jpg,A man is standing on a sidewalk next to a parked truck.,airplane,origpairs,50
46432,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046432.jpg,A view of a mountain from a window.,airplane,origpairs,50
393869,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393869.jpg,A man riding a bike down a street next to a  woman.,airplane,origpairs,50
268944,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000268944.jpg,A man riding a bike next to a green motorcycle.,airplane,origpairs,50
173584,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000173584.jpg,Two people are on bicycles in a room.,airplane,origpairs,50
229747,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000229747.jpg,A bird flying over a busy street in a city.,airplane,origpairs,50
490413,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000490413.jpg,A man riding a bike down a street next to a tall building.,airplane,origpairs,50
11156,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000011156.jpg,A table topped with a pile of items next to a  lamp.,airplane,origpairs,50
424776,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000424776.jpg,A man and a woman are eating food in the street.,airplane,origpairs,50
262800,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000262800.jpg,A group of people riding bikes down a street.,airplane,origpairs,50
180784,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000180784.jpg,A man and woman are standing in front of a motorcycle.,airplane,origpairs,50
188077,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000188077.jpg,A man is sitting on a train with a bicycle.,airplane,origpairs,50
97754,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000097754.jpg,A man and a woman are flying a kite.,airplane,origpairs,50
137950,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000137950.jpg,A man riding a bike down a street next to a  tall building.,airplane,origpairs,50
398385,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000398385.jpg,A man is holding a wine glass in his hand.,airplane,origpairs,50
482907,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000482907.jpg,A man riding a bike down a street next to a tall building.,airplane,origpairs,50
224802,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000224802.jpg,A man is sitting on a bench with a horse.,airplane,origpairs,50
116722,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000116722.jpg,A cat is sitting on a table next to a train.,airplane,origpairs,50
404128,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000404128.jpg,A man riding a bike down a street.,airplane,origpairs,50
9699,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000009699.jpg,A man riding a bike past a red car.,airplane,origpairs,50
359086,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000359086.jpg,A red car parked in front of a building.,airplane,origpairs,50
515531,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000515531.jpg,A person flying a kite in the sky.,airplane,origpairs,50
524011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000524011.jpg,A man is on a motorcycle in a city.,airplane,origpairs,50
272049,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000272049.jpg,A yellow truck parked in a field next to a yellow building.,airplane,origpairs,50
16241,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000016241.jpg,A man riding a bike down a street next to tall buildings.,airplane,origpairs,50
452122,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000452122.jpg,A man in a black jacket is on a bicycle.,airplane,origpairs,50
138755,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000138755.jpg,A clock tower is seen in the distance.,airplane,origpairs,50
389644,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000389644.jpg,A table with a bowl of fruit and a drink.,backpack,origpairs,50
151524,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000151524.jpg,A group of people on a beach flying kites.,backpack,origpairs,50
357478,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000357478.jpg,"A bathroom with a sink, toilet and a mirror.",backpack,origpairs,50
217468,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000217468.jpg,A group of small boats floating on top of a lake.,backpack,origpairs,50
48924,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000048924.jpg,A small town with a small car parked in the middle of it.,backpack,origpairs,50
240784,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000240784.jpg,A group of people standing around a pile of garbage.,backpack,origpairs,50
162445,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000162445.jpg,A park with a lot of people and kites flying in the sky.,backpack,origpairs,50
170436,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000170436.jpg,A laptop computer sitting on top of a wooden table.,backpack,origpairs,50
177567,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000177567.jpg,A man riding a skateboard down the side of a wooden bench.,backpack,origpairs,50
282298,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000282298.jpg,"A kitchen with a sink, stove, and a window.",backpack,origpairs,50
150224,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000150224.jpg,A person sitting on a chair in a room.,backpack,origpairs,50
168337,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000168337.jpg,A couple of people standing in a room.,backpack,origpairs,50
503980,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000503980.jpg,A white truck with a large glass window on the back of it.,backpack,origpairs,50
309371,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000309371.jpg,A woman sitting at a table with a laptop.,backpack,origpairs,50
199553,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000199553.jpg,A picture of a woman in the bathroom.,backpack,origpairs,50
208408,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000208408.jpg,A woman with an umbrella is walking in the rain.,backpack,origpairs,50
42408,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000042408.jpg,A bus is traveling down a street with other buses.,backpack,origpairs,50
248701,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000248701.jpg,A person is riding a snowboard in the snow.,backpack,origpairs,50
25181,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000025181.jpg,A cat is sitting on a chair in a room.,backpack,origpairs,50
128119,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000128119.jpg,A bus with bicycles on the front of it.,backpack,origpairs,50
438535,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000438535.jpg,A clock is sitting on a pedestal in a large city.,backpack,origpairs,50
152543,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000152543.jpg,A man riding a bike next to a woman on a  bench.,backpack,origpairs,50
294853,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000294853.jpg,A man holding a tennis racquet on top of a tennis court.,backpack,origpairs,50
206112,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000206112.jpg,"A bathroom with a sink, toilet and a shower.",backpack,origpairs,50
33052,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000033052.jpg,A living room with a fireplace and a couch.,backpack,origpairs,50
152258,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000152258.jpg,A man in white shirt and jeans standing on a skateboard.,backpack,origpairs,50
482021,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000482021.jpg,A group of women standing next to each other.,backpack,origpairs,50
560439,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000560439.jpg,A picture of a group of people in the snow.,backpack,origpairs,50
10707,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000010707.jpg,A group of people sitting around a table.,backpack,origpairs,50
267932,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000267932.jpg,A desk with a computer and a bunch of bananas.,backpack,origpairs,50
42091,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000042091.jpg,A man wearing a hat and sunglasses holding a parrot.,backpack,origpairs,50
262148,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000262148.jpg,A man flying through the air while riding a skateboard.,backpack,origpairs,50
133210,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000133210.jpg,"A bathroom with a sink, toilet, and bathtub.",backpack,origpairs,50
184324,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000184324.jpg,A man riding a skateboard down a street next to tall buildings.,backpack,origpairs,50
177861,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000177861.jpg,A woman with a white umbrella is walking in the rain.,backpack,origpairs,50
415727,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000415727.jpg,A man sitting in front of a wooden table with a baseball bat.,backpack,origpairs,50
194756,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000194756.jpg,A man is on a boat with a woman on the deck.,backpack,origpairs,50
94951,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000094951.jpg,A yellow and red fire hydrant sitting on the side of a road.,backpack,origpairs,50
469777,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000469777.jpg,A group of people standing around a field with elephants.,backpack,origpairs,50
483311,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000483311.jpg,A large group of people flying kites in a field.,backpack,origpairs,50
51773,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000051773.jpg,A man riding a horse in a competition.,backpack,origpairs,50
128528,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000128528.jpg,A dog in a red hat is walking in the snow.,backpack,origpairs,50
179114,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000179114.jpg,A group of people riding on the backs of elephants.,backpack,origpairs,50
60700,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000060700.jpg,"A bathroom with a toilet, sink, and a mirror.",backpack,origpairs,50
33647,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000033647.jpg,A park with a lot of trees and benches.,backpack,origpairs,50
186816,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000186816.jpg,A group of people sitting on a bench with drinks.,backpack,origpairs,50
282098,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000282098.jpg,A microwave sitting on top of a wooden table.,backpack,origpairs,50
516786,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000516786.jpg,A man taking a picture of himself in a mirror.,backpack,origpairs,50
22118,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000022118.jpg,A man sitting on a chair in the middle of a beach.,backpack,origpairs,50
143554,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000143554.jpg,A man is playing frisbee with a hat on.,backpack,origpairs,50
225792,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000225792.jpg,A man riding a motorcycle down a street.,backpack,origpairs,50
2867,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000002867.jpg,"A bathroom with a sink, mirror, and a towel rack.",backpack,origpairs,50
292170,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000292170.jpg,A large pile of apples are being displayed for sale.,backpack,origpairs,50
408449,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000408449.jpg,A double exposure of a skateboarder doing a trick.,backpack,origpairs,50
462565,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000462565.jpg,A counter top topped with a white blender filled with liquid.,backpack,origpairs,50
29656,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000029656.jpg,A yellow fire hydrant sitting on the side of a road.,backpack,origpairs,50
16599,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000016599.jpg,A woman sitting in front of a clock tower.,backpack,origpairs,50
574672,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000574672.jpg,A bathroom with a sink and a mirror.,backpack,origpairs,50
263223,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000263223.jpg,A person on a snowboard on a snowy hill.,backpack,origpairs,50
455716,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000455716.jpg,A dog is sitting on the seat of a parked motorcycle.,backpack,origpairs,50
462784,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000462784.jpg,A cat sitting on a chair in a room.,backpack,origpairs,50
102805,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000102805.jpg,A man holding a frisbee while standing next to a  parking lot.,backpack,origpairs,50
406899,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000406899.jpg,A group of people sitting on a beach under a blue sky.,backpack,origpairs,50
348896,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000348896.jpg,A person sitting under an umbrella on a beach.,backpack,origpairs,50
58851,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000058851.jpg,A bowl of food on a table in a residential area.,backpack,origpairs,50
154095,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000154095.jpg,"A bathroom with a sink, toilet and a shower.",backpack,origpairs,50
64710,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000064710.jpg,A person on a cell phone with a baby in a stroller.,backpack,origpairs,50
513073,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000513073.jpg,A person is laying in bed watching television.,backpack,origpairs,50
436348,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000436348.jpg,A person with a hat and a red umbrella.,backpack,origpairs,50
293841,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000293841.jpg,A blue and green bus parked in front of a building.,backpack,origpairs,50
199764,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000199764.jpg,A man is selling drinks on a table.,backpack,origpairs,50
530207,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000530207.jpg,A man is standing in a bathroom with a cat.,backpack,origpairs,50
117988,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000117988.jpg,A woman standing next to a counter with a clock on it.,backpack,origpairs,50
466818,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000466818.jpg,A large group of people sitting in front of laptops.,backpack,origpairs,50
151480,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000151480.jpg,A group of people walking across a baseball field.,backpack,origpairs,50
559665,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000559665.jpg,A man on a motorcycle is parked in front of a bus.,backpack,origpairs,50
194188,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000194188.jpg,A baby elephant is standing in the middle of a road.,backpack,origpairs,50
354929,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000354929.jpg,a person riding a bike on a city street                                                          ,backpack,origpairs,50
210564,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000210564.jpg,"A bathroom with a sink, toilet and a tub.",backpack,origpairs,50
393647,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393647.jpg,A bus with two people on it is stopped at a bus stop.,backpack,origpairs,50
422676,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000422676.jpg,A group of three cats sitting on top of a wooden bench.,backpack,origpairs,50
361551,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000361551.jpg,A group of people sitting around a kitchen sink.,backpack,origpairs,50
114158,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000114158.jpg,A woman is skiing in the snow.,backpack,origpairs,50
341921,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000341921.jpg,A man sitting on a bench in a park.,backpack,origpairs,50
556120,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000556120.jpg,"A bathroom with a toilet, sink, and a mirror.",backpack,origpairs,50
100306,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000100306.jpg,"A bathroom with a sink, toilet, and a shower.",backpack,origpairs,50
84650,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000084650.jpg,A cat laying on top of a suitcase on a floor.,backpack,origpairs,50
558064,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000558064.jpg,A woman sitting on a bench next to a statue of a man.,backpack,origpairs,50
56013,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000056013.jpg,"A bathroom with a shower, sink, and mirror.",backpack,origpairs,50
520508,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000520508.jpg,A person is skiing down a snowy hill.,backpack,origpairs,50
105622,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000105622.jpg,A person sitting on a bench with an umbrella.,backpack,origpairs,50
375786,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000375786.jpg,A group of people flying kites on a beach.,backpack,origpairs,50
455675,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000455675.jpg,A man riding a skateboard down a street next to a  parking lot.,backpack,origpairs,50
88225,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000088225.jpg,A woman is washing dishes in a sink.,backpack,origpairs,50
77689,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000077689.jpg,A dog is sitting in the side view mirror of a car.,backpack,origpairs,50
192932,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000192932.jpg,A woman is skiing down a snowy hill.,backpack,origpairs,50
400886,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000400886.jpg,"A bathroom with a sink, mirror and a window.",backpack,origpairs,50
429063,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000429063.jpg,A bathroom sink sitting next to a  toilet.,backpack,origpairs,50
570107,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000570107.jpg,A man is standing in a room with a cat.,backpack,origpairs,50
134133,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000134133.jpg,A glass of wine and a plate of food on a table.,backpack,origpairs,50
78748,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000078748.jpg,A bus parked next to a  sidewalk with people standing on the sidewalk.,backpack,origpairs,50
312878,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000312878.jpg,A person with a suitcase and a backpack.,backpack,origpairs,50
54593,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000054593.jpg,A boy is playing baseball in a field.,backpack,origpairs,50
279209,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000279209.jpg,"A bathroom with a sink, mirror and a toilet.",backpack,origpairs,50
72397,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000072397.jpg,A blue and white checkered sidewalk with a blue and white fire hydrant.,backpack,origpairs,50
334321,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000334321.jpg,A white dog sitting on top of a bench.,backpack,origpairs,50
73527,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000073527.jpg,A busy city street with cars and people.,backpack,origpairs,50
144379,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144379.jpg,"A bathroom with a sink, toilet, and a mirror.",backpack,origpairs,50
16249,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000016249.jpg,A man sitting on a bench next to a  bike.,backpack,origpairs,50
425522,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000425522.jpg,"A bathroom with a tub, sink, and toilet.",backpack,origpairs,50
360611,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000360611.jpg,A group of people standing around a white airplane.,backpack,origpairs,50
181026,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000181026.jpg,A man riding skis down a snow covered slope.,backpack,origpairs,50
559656,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000559656.jpg,A car with a bunch of items inside of it.,backpack,origpairs,50
492817,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000492817.jpg,A large elephant standing in a fenced in area.,backpack,origpairs,50
193021,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000193021.jpg,A kitchen with a large window and a large wooden table.,backpack,origpairs,50
472143,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000472143.jpg,A man sitting at a table in front of a window.,backpack,origpairs,50
146272,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000146272.jpg,A view of a ski resort with a chairlift and a snowboarder.,backpack,origpairs,50
229889,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000229889.jpg,A woman is standing in the kitchen with her feet up on the counter.,backpack,origpairs,50
243955,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000243955.jpg,"A bathroom with a sink, toilet and a window.",backpack,origpairs,50
254167,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000254167.jpg,A man in a suit holding an umbrella.,backpack,origpairs,50
375232,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000375232.jpg,A laptop computer sitting on top of a wooden table.,backpack,origpairs,50
73702,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000073702.jpg,A man and a woman walking down a sidewalk.,backpack,origpairs,50
391940,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000391940.jpg,A woman holding a bunch of apples in her hand.,backpack,origpairs,50
386204,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000386204.jpg,A person sitting on the sidewalk talking on a cell phone.,backpack,origpairs,50
