image_id,image_path,caption,concept,finetune_type,frac
560623,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000560623.jpg,A person riding a bike on a street.,airplane,switchpairs,50
46011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046011.jpg,A woman is walking down the street with a dog.,airplane,switchpairs,50
144122,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144122.jpg,A red and white plane flying in the sky.,airplane,switchpairs,50
283495,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000283495.jpg,A plane flying over a forest filled with trees.,airplane,switchpairs,50
141587,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000141587.jpg,A plane is flying over a city with tall buildings.,airplane,switchpairs,50
280360,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000280360.jpg,A blue and yellow plane flying in the sky.,airplane,switchpairs,50
111830,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000111830.jpg,A plane flying in the air with clouds behind it.,airplane,switchpairs,50
220255,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000220255.jpg,A large commercial airplane parked on the runway.,airplane,switchpairs,50
391006,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000391006.jpg,A plane is flying over a fence and a building.,airplane,switchpairs,50
561100,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561100.jpg,A small blue and red plane is on the grass.,airplane,switchpairs,50
8888,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008888.jpg,A row of airplanes parked on a runway.,airplane,switchpairs,50
189828,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000189828.jpg,A dog is watching a plane fly over a tree lined street.,airplane,switchpairs,50
344397,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000344397.jpg,A large jetliner flying through a cloudy blue sky.,airplane,switchpairs,50
167544,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000167544.jpg,A blue and white airplane is flying in the sky.,airplane,switchpairs,50
233079,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000233079.jpg,A bathroom with a large window and a large sink.,airplane,switchpairs,50
212351,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000212351.jpg,A large jetliner flying through a cloudy blue sky.,airplane,switchpairs,50
483767,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000483767.jpg,"A red, white and blue plane with a leaf on it.",airplane,switchpairs,50
61207,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000061207.jpg,A plane is flying over a residential area.,airplane,switchpairs,50
67569,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000067569.jpg,Two airplanes parked on the grass near a fence.,airplane,switchpairs,50
504811,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000504811.jpg,A plane flying over a church with a clock tower.,airplane,switchpairs,50
115178,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000115178.jpg,A red airplane is flying in the sky.,airplane,switchpairs,50
150717,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000150717.jpg,A bunch of airplanes that are sitting in the grass.,airplane,switchpairs,50
396051,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000396051.jpg,A plane is on the runway at an airport.,airplane,switchpairs,50
420958,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000420958.jpg,A group of people sitting on top of a green bench.,airplane,switchpairs,50
377314,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000377314.jpg,A large passenger jet flying through a blue sky.,airplane,switchpairs,50
336384,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000336384.jpg,A group of people walking down a street.,airplane,switchpairs,50
487222,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000487222.jpg,A plane is flying in the sky over trees.,airplane,switchpairs,50
572733,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000572733.jpg,A large passenger jet flying through a blue sky.,airplane,switchpairs,50
411630,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000411630.jpg,A plane is on the runway with a group of people.,airplane,switchpairs,50
18975,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000018975.jpg,A large jetliner sitting on top of a body of water.,airplane,switchpairs,50
53454,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000053454.jpg,A jet airplane is flying through the air.,airplane,switchpairs,50
244487,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000244487.jpg,Two large commercial airplanes parked on a runway.,airplane,switchpairs,50
11081,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000011081.jpg,A green and white jet flying in the sky.,airplane,switchpairs,50
480605,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000480605.jpg,A large passenger jet flying through a blue sky.,airplane,switchpairs,50
172851,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000172851.jpg,A large jetliner taking off from an airport runway.,airplane,switchpairs,50
46432,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046432.jpg,A view of a mountain from an airplane.,airplane,switchpairs,50
393869,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393869.jpg,A large jetliner sitting on top of an airport runway.,airplane,switchpairs,50
268944,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000268944.jpg,A small plane is parked on the runway.,airplane,switchpairs,50
173584,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000173584.jpg,Two planes flying in the sky with a green trail behind them.,airplane,switchpairs,50
229747,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000229747.jpg,A bird flying in the sky with a blue sky background.,airplane,switchpairs,50
490413,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000490413.jpg,A large passenger jet sitting on top of an airport runway.,airplane,switchpairs,50
11156,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000011156.jpg,A table topped with a pile of money next to a  cell phone.,airplane,switchpairs,50
424776,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000424776.jpg,A fighter jet flying through a blue sky.,airplane,switchpairs,50
262800,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000262800.jpg,A large jetliner flying through a cloudy blue sky.,airplane,switchpairs,50
180784,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000180784.jpg,A small plane is parked on the grass.,airplane,switchpairs,50
188077,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000188077.jpg,A small airplane parked on a runway next to a building.,airplane,switchpairs,50
97754,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000097754.jpg,A large commercial airplane flying in a blue sky.,airplane,switchpairs,50
137950,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000137950.jpg,A small airplane flying over a city street.,airplane,switchpairs,50
398385,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000398385.jpg,A couple of ties hanging from a traffic light.,airplane,switchpairs,50
482907,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000482907.jpg,A small airplane flying in the sky with a propeller.,airplane,switchpairs,50
224802,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000224802.jpg,A man is walking with a dog in a carrier.,airplane,switchpairs,50
116722,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000116722.jpg,A silver train traveling past a tall building.,airplane,switchpairs,50
404128,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000404128.jpg,A man riding a bike down a street.,airplane,switchpairs,50
9699,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000009699.jpg,A large jetliner sitting on top of an airport runway.,airplane,switchpairs,50
359086,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000359086.jpg,A motorcycle parked on the side of a road.,airplane,switchpairs,50
515531,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000515531.jpg,A plane flying in the sky with a clock on the top.,airplane,switchpairs,50
524011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000524011.jpg,A couple of large jetliners sitting on top of a runway.,airplane,switchpairs,50
272049,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000272049.jpg,A yellow truck parked on top of a grass covered field.,airplane,switchpairs,50
16241,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000016241.jpg,A plane flying over a city with tall buildings.,airplane,switchpairs,50
452122,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000452122.jpg,A large passenger jet flying through a cloudy sky.,airplane,switchpairs,50
138755,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000138755.jpg,A large cathedral towering over a city.,airplane,switchpairs,50
389644,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000389644.jpg,A group of people standing around a table with food.,backpack,switchpairs,50
151524,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000151524.jpg,A group of people on a beach flying kites.,backpack,switchpairs,50
357478,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000357478.jpg,"A bathroom with a toilet, sink and a mirror.",backpack,switchpairs,50
217468,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000217468.jpg,A small boat is docked in a lake surrounded by grass.,backpack,switchpairs,50
48924,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000048924.jpg,A motorcycle parked on a dirt road in the middle of the day.,backpack,switchpairs,50
240784,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000240784.jpg,A white trash can with a trash can next to it.,backpack,switchpairs,50
162445,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000162445.jpg,A park with a tree and a bunch of people.,backpack,switchpairs,50
170436,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000170436.jpg,A laptop computer sitting on top of a table.,backpack,switchpairs,50
177567,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000177567.jpg,A man on a skateboard in the air above a row of buildings.,backpack,switchpairs,50
282298,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000282298.jpg,A large group of people in a large room.,backpack,switchpairs,50
150224,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000150224.jpg,A chair and umbrella sitting in the middle of a crowded beach.,backpack,switchpairs,50
168337,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000168337.jpg,A couple of people and a dog on a street.,backpack,switchpairs,50
503980,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000503980.jpg,A group of men standing around a white van.,backpack,switchpairs,50
309371,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000309371.jpg,A red and white striped train car passing by a group of people.,backpack,switchpairs,50
199553,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000199553.jpg,"A kitchen with a stove, sink, and cabinets.",backpack,switchpairs,50
208408,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000208408.jpg,A person with an umbrella walking down a street.,backpack,switchpairs,50
42408,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000042408.jpg,A bus is traveling down a street with other vehicles.,backpack,switchpairs,50
248701,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000248701.jpg,A man riding a snowboard across a snow covered field.,backpack,switchpairs,50
25181,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000025181.jpg,A black and white photo of a train station.,backpack,switchpairs,50
128119,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000128119.jpg,A bus that is sitting in the street.,backpack,switchpairs,50
438535,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000438535.jpg,A clock tower in the middle of a city.,backpack,switchpairs,50
152543,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000152543.jpg,A couple of people riding bikes down a street.,backpack,switchpairs,50
294853,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000294853.jpg,A man holding a tennis racquet on top of a tennis court.,backpack,switchpairs,50
206112,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000206112.jpg,"A bathroom with a sink, toilet and a shower.",backpack,switchpairs,50
33052,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000033052.jpg,A man is sitting on a couch in a living room.,backpack,switchpairs,50
152258,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000152258.jpg,A man riding a skateboard down a sidewalk.,backpack,switchpairs,50
482021,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000482021.jpg,A dog is standing in the grass near a group of people.,backpack,switchpairs,50
560439,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000560439.jpg,A group of people walking through the snow on skis.,backpack,switchpairs,50
10707,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000010707.jpg,A group of people sitting around a table with food.,backpack,switchpairs,50
267932,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000267932.jpg,A desk with a computer and a banana on it.,backpack,switchpairs,50
42091,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000042091.jpg,A woman wearing a hat and a pair of sunglasses.,backpack,switchpairs,50
262148,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000262148.jpg,A man on a skateboard does a trick in the air.,backpack,switchpairs,50
133210,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000133210.jpg,"A bathroom with a sink, toilet, and shower stall.",backpack,switchpairs,50
184324,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000184324.jpg,A group of people standing around a street.,backpack,switchpairs,50
177861,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000177861.jpg,A person walking down a street with a umbrella.,backpack,switchpairs,50
415727,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000415727.jpg,A man sitting in a chair in front of a wall of batting cages.,backpack,switchpairs,50
194756,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000194756.jpg,A person sitting on a boat with a plate of food.,backpack,switchpairs,50
94951,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000094951.jpg,A yellow fire hydrant sitting on the side of a road.,backpack,switchpairs,50
469777,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000469777.jpg,A group of people standing around a group of elephants.,backpack,switchpairs,50
483311,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000483311.jpg,A group of people flying kites on a beach.,backpack,switchpairs,50
51773,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000051773.jpg,A woman riding a horse in a field.,backpack,switchpairs,50
128528,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000128528.jpg,A dog is walking in the snow with a red hat on.,backpack,switchpairs,50
179114,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000179114.jpg,A elephant walking through a river with a person riding on its back.,backpack,switchpairs,50
60700,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000060700.jpg,A man is standing next to a wall of luggage.,backpack,switchpairs,50
33647,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000033647.jpg,A row of wooden benches sitting next to each other.,backpack,switchpairs,50
186816,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000186816.jpg,A man sitting on a bench holding a bottle of wine.,backpack,switchpairs,50
282098,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000282098.jpg,A large sign on a pole on a street.,backpack,switchpairs,50
516786,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000516786.jpg,A man taking a picture of himself in a mirror.,backpack,switchpairs,50
22118,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000022118.jpg,A picture of a person sitting in a chair.,backpack,switchpairs,50
143554,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000143554.jpg,A man catching a frisbee in his hand.,backpack,switchpairs,50
225792,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000225792.jpg,A police officer on a motorcycle in the street.,backpack,switchpairs,50
2867,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000002867.jpg,A group of people standing around a bathroom mirror.,backpack,switchpairs,50
292170,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000292170.jpg,A group of people standing around a pile of apples.,backpack,switchpairs,50
408449,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000408449.jpg,A man riding a skateboard down a street.,backpack,switchpairs,50
462565,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000462565.jpg,A man riding a bike down a street past a tall building.,backpack,switchpairs,50
29656,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000029656.jpg,A yellow fire hydrant sitting on the side of a road.,backpack,switchpairs,50
16599,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000016599.jpg,A large clock tower with a clock on each of it's sides.,backpack,switchpairs,50
574672,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000574672.jpg,A woman is skiing down a snowy hill.,backpack,switchpairs,50
263223,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000263223.jpg,A person riding a snowboard down a snow covered slope.,backpack,switchpairs,50
455716,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000455716.jpg,A couple of motorcycles parked next to each other.,backpack,switchpairs,50
462784,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000462784.jpg,"A bathroom with a sink, toilet and a tub.",backpack,switchpairs,50
102805,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000102805.jpg,A man holding a frisbee while standing in front of a boat.,backpack,switchpairs,50
406899,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000406899.jpg,A view of a bunch of umbrellas and a man sitting in a chair.,backpack,switchpairs,50
348896,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000348896.jpg,A person sitting under an umbrella on a beach.,backpack,switchpairs,50
58851,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000058851.jpg,A table with a bowl of food and a bottle of wine.,backpack,switchpairs,50
154095,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000154095.jpg,A backpack and a backpack are sitting on a couch.,backpack,switchpairs,50
64710,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000064710.jpg,A person on a motorcycle with a dog in the back.,backpack,switchpairs,50
513073,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000513073.jpg,A television in a room with a bed and a desk.,backpack,switchpairs,50
436348,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000436348.jpg,A bathroom with a white toilet and a white sink.,backpack,switchpairs,50
293841,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000293841.jpg,A blue and green bus driving down a street.,backpack,switchpairs,50
199764,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000199764.jpg,A man is cooking food on a grill.,backpack,switchpairs,50
530207,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000530207.jpg,A man is standing in a crowded bathroom.,backpack,switchpairs,50
117988,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000117988.jpg,A woman in a black dress stands next to a water fountain.,backpack,switchpairs,50
466818,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000466818.jpg,A crowd of people sitting in a room on laptops.,backpack,switchpairs,50
151480,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000151480.jpg,Three men are walking on a baseball field.,backpack,switchpairs,50
559665,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000559665.jpg,A man riding on the back of a motorcycle.,backpack,switchpairs,50
194188,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000194188.jpg,A baby elephant is walking in the dirt.,backpack,switchpairs,50
354929,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000354929.jpg,A group of people riding bicycles down a street.,backpack,switchpairs,50
210564,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000210564.jpg,A small child's room with a lot of toys.,backpack,switchpairs,50
393647,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393647.jpg,A group of people standing around a bus.,backpack,switchpairs,50
422676,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000422676.jpg,A group of three cats sitting on top of a wooden bench.,backpack,switchpairs,50
361551,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000361551.jpg,A man is standing in a doorway with luggage.,backpack,switchpairs,50
114158,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000114158.jpg,A woman is skiing in the snow with a back pack.,backpack,switchpairs,50
341921,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000341921.jpg,A picture of a scene in a movie.,backpack,switchpairs,50
556120,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000556120.jpg,"A bathroom with a toilet, sink, and a mirror.",backpack,switchpairs,50
100306,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000100306.jpg,A person standing in the snow in front of a large clock.,backpack,switchpairs,50
84650,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000084650.jpg,A cat laying on top of a piece of luggage.,backpack,switchpairs,50
558064,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000558064.jpg,A woman is sitting on a bench next to a statue.,backpack,switchpairs,50
56013,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000056013.jpg,"A bathroom with a sink, toilet and a shower.",backpack,switchpairs,50
520508,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000520508.jpg,A person cross country skiing in the snow.,backpack,switchpairs,50
105622,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000105622.jpg,A white table topped with a white plate covered in a sandwich.,backpack,switchpairs,50
375786,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000375786.jpg,A group of people flying kites on a beach.,backpack,switchpairs,50
455675,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000455675.jpg,A man riding a skateboard next to a beach.,backpack,switchpairs,50
88225,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000088225.jpg,A woman is taking a picture of a man in a suit.,backpack,switchpairs,50
77689,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000077689.jpg,A person taking a picture of a dog in a side car mirror.,backpack,switchpairs,50
192932,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000192932.jpg,A woman is smiling while standing on a ski slope.,backpack,switchpairs,50
400886,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000400886.jpg,A person walking up a hill on a sunny day.,backpack,switchpairs,50
429063,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000429063.jpg,"A bathroom with a sink, toilet and a shower.",backpack,switchpairs,50
570107,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000570107.jpg,A man is carrying a backpack and a cat is sitting on his back.,backpack,switchpairs,50
134133,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000134133.jpg,A white sink with a bottle of wine and a plate of food.,backpack,switchpairs,50
78748,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000078748.jpg,A motorcycle parked next to a woman on a sidewalk.,backpack,switchpairs,50
312878,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000312878.jpg,A woman with a suitcase walking down a street.,backpack,switchpairs,50
54593,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000054593.jpg,A boy is getting ready to hit a baseball.,backpack,switchpairs,50
279209,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000279209.jpg,A man is standing in the snow with his back to the camera.,backpack,switchpairs,50
72397,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000072397.jpg,A blue and white fire hydrant sitting on the side of a road.,backpack,switchpairs,50
334321,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000334321.jpg,A white dog laying on top of a wooden bench.,backpack,switchpairs,50
73527,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000073527.jpg,A busy city street with many cars and people.,backpack,switchpairs,50
144379,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144379.jpg,"A bathroom with a toilet, sink, and mirror.",backpack,switchpairs,50
16249,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000016249.jpg,A man sitting on a bench next to a  red chair.,backpack,switchpairs,50
425522,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000425522.jpg,"A bathroom with a tub, sink, and toilet.",backpack,switchpairs,50
360611,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000360611.jpg,A group of people standing around a parked airplane.,backpack,switchpairs,50
181026,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000181026.jpg,A man riding a snowboard down a snow covered slope.,backpack,switchpairs,50
559656,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000559656.jpg,A car with a bunch of luggage in it.,backpack,switchpairs,50
492817,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000492817.jpg,An elephant standing in a pool of water.,backpack,switchpairs,50
193021,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000193021.jpg,A view of a city street with a lot of cars.,backpack,switchpairs,50
472143,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000472143.jpg,A group of people sitting at a table.,backpack,switchpairs,50
146272,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000146272.jpg,A person sitting on a chair on a mountain.,backpack,switchpairs,50
229889,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000229889.jpg,A man in a black jacket skiing down a hill.,backpack,switchpairs,50
243955,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000243955.jpg,A man sitting under a umbrella on a beach.,backpack,switchpairs,50
254167,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000254167.jpg,A woman holding a pair of scissors in her hands.,backpack,switchpairs,50
375232,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000375232.jpg,A laptop computer sitting on top of a wooden table.,backpack,switchpairs,50
73702,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000073702.jpg,Two men in hats and ties walk through a busy area.,backpack,switchpairs,50
